Module name,Module size,Number of CN,Number of RN,Number of axioms
TarsalRow,6134,5813,316,30232
OnceDailyDrugDosage,145,72,68,377
AbsenceSeizure,6158,5835,318,30324
BenethaminePenicillin,75,34,36,177
Enterocoele,6151,5830,316,30299
GeneralSymptom,142,85,52,388
LowCarbonDioxideConcentration,6186,5857,324,30426
BicepsBrachii,6134,5813,316,30232
ExternalResorptionOfTooth,6141,5820,316,30259
LabyrinthineArtery,6134,5813,316,30232
Levacetylmethadol,76,35,36,182
ProstaticDuct,6134,5813,316,30232
LeftHepaticArtery,6134,5813,316,30232
LigamentumArteriosum,6134,5813,316,30232
SurgicalCosmeticTesticularProstheticImplantDevice,6140,5819,316,30253
EndToSideAnastomosisStructure,125,80,40,373
AcuteMyeloidLeukaemiaWithMaturation,6395,6056,334,31275
EnamelOfTooth,6134,5813,316,30232
SurgicalPrimary,11,7,0,20
OxycodoneHydrochloride,42,24,14,98
ThrombocytopenicPurpura,6217,5886,326,30559
SubAponeurosisRoute,6244,5923,316,30676
Osteoporosis,6167,5834,328,30336
IntestinalLumen,6134,5813,316,30232
ArticularTubercleOfTemporalBone,6134,5813,316,30232
InsulinAspart,6160,5839,316,30333
AbnormalMaleUrethralMeatus,6146,5825,316,30285
EaracheSymptom,6231,5910,316,30634
Hepatotoxicity,6143,5822,316,30265
SulcusTerminalisCordis,6134,5813,316,30232
CysticSurfaceLayer,149,86,58,416
ConusMedullaris,6134,5813,316,30232
CostoclavicularLigament,6134,5813,316,30232
MaleHypersexuality,6136,5815,316,30239
WithdrawalSyndrome,271,184,82,860
HistoryOfTuberculosis,254,161,88,864
Leukotriene,33,19,10,75
IntraThoracicSystemicBloodVessel,6134,5813,316,30232
Straightening,15,10,0,30
HyperhidrosisSymptom,6219,5886,328,30568
PosteriorMetacarpalArtery,6134,5813,316,30232
Borrelia,238,149,84,715
InterphalangealJoint,6134,5813,316,30232
KnowledgeStatus,11,7,0,20
Ligating,43,24,14,101
ToeSwellingSymptom,284,177,102,865
LumbarSectionOfSubduralSpace,6134,5813,316,30232
SkinJaundiceSymptom,6212,5881,326,30527
ScrotalPathology,6134,5813,316,30232
EffectOfAlcohol,53,24,24,120
SurgicalTransplanting,36,21,10,82
ProximalTarsalBone,6134,5813,316,30232
ConjunctivalIrritation,6287,5966,316,30856
SuperiorIntercostalArtery,6134,5813,316,30232
AndrogenicEffect,6136,5815,316,30239
DigitalNerveSupplyingDorsalAspectOfRadialBorderOfLittleFinger,6134,5813,316,30232
DislocationProcess,15,10,0,30
OcclusingLesion,88,51,32,258
HepatitisDeltaAgentVirus,76,45,26,199
TrachealLymphnode,6135,5814,316,30236
GramNegativeStaining,71,34,32,183
NAMEDInfectivePathology,136,79,52,433
Incontinence,158,83,70,419
BasalLeftHeartVentricle,6134,5813,316,30232
Cetacea,83,52,26,220
ElectrocoagulatingDevice,43,24,14,100
RomanCatholicChurch,14,10,0,29
IncompetentProstheticPulmonaryValve,6263,5930,328,30756
AntibioticAssociatedColitis,6315,5988,322,30943
Degrees,11,7,0,20
CyclicalBenignBreastDisease,6136,5815,316,30238
ChylousAccumulation,6145,5822,318,30289
VestibularDisorder,6138,5817,316,30245
Humidifying,13,8,0,24
FibroelasticTissue,59,33,22,142
SkinOfThumb,6134,5813,316,30232
SupernumeraryDigit,164,101,58,487
SecondarySystemicHypertension,6144,5823,316,30271
Neuralgia,6237,5916,316,30656
MaleSpecificSymptom,146,89,52,405
MedialHeadOfTricepsBrachialis,6139,5818,316,30250
HepatitisEVirus,77,46,26,202
FrenchFranc,11,7,0,20
undiagnosed,13,9,0,26
Rimexolone,41,23,14,95
HighBodyWeightSymptom,6174,5843,326,30378
EctopicBodyStructure,54,34,16,148
UpperSecondPremolar,6141,5820,316,30259
ResorcinolMonoacetate,42,24,14,98
FemaleUrogenitalDiaphragm,6134,5813,316,30232
LumbarRegionOfBack,6134,5813,316,30232
SpinaBifida,6168,5847,316,30377
BNFSection10_1_4_A,68,39,24,188
TriprolidineHydrochloride,41,23,14,95
UrethralPathology,6134,5813,316,30232
MeglumineAmidotrizoate,41,23,14,95
PosteriorFontanelle,6134,5813,316,30232
SystolicBloodPressure,6149,5826,318,30287
Catarrhini,83,52,26,219
FeatureDecreasing,13,8,0,24
LowRightHeartAtrium,6134,5813,316,30232
BNFSection10_1_4_B,68,39,24,188
FirstCostalCartilage,6134,5813,316,30232
NAMEDSystemicDisease,46,25,16,120
PathologicalHyperKalaemia,6206,5873,328,30496
NAMEDPulmonarySystemVein,6134,5813,316,30232
Ventilating,6137,5816,316,30244
RetroLateralSinusRoute,6252,5931,316,30707
PrecociousSexualDevelopment,73,40,28,197
useless,16,12,0,36
MacLeodUnilateralEmphysema,6354,6021,328,31114
PeriTesticularTissue,6134,5813,316,30232
WallOfCervix,6134,5813,316,30232
PedicleOfCervicalVertebra,6134,5813,316,30232
AlkalinePhosphatase,70,33,32,170
Duration,13,9,0,27
MolarSalivaryGland,6135,5814,316,30235
DysfunctionOfPapillaryMuscle,6263,5930,328,30756
HepatitisnonAnonBVirus,76,45,26,199
crystalDrugForm,18,14,0,42
Cebidae,88,57,26,237
Aporidea,124,79,40,377
VeinOfArm,6134,5813,316,30232
Palatoglossus,6135,5814,316,30235
SymptomRelief,164,99,60,453
PathologyOfPleura,6134,5813,316,30232
SignOfAscites,6187,5864,318,30453
Mesna,41,23,14,95
PemphigoidExanthema,6191,5868,318,30459
EpiphysealCartilageOfTibia,6134,5813,316,30232
PatientRelativeRole,10,6,0,17
BNFSection6_1_6,72,43,24,208
GradeOfExperience,12,8,0,24
Pneumarthrosis,6134,5813,316,30232
CheyneStokesRespiration,6257,5936,316,30730
InferiorMesentericArtery,6134,5813,316,30232
BNFSection6_1_3,72,43,24,208
SexualDesire,146,89,52,404
LeishmaniaTropica,122,77,40,372
BNFSection6_1_2,72,43,24,208
Formicoidea,81,50,26,216
BNFSection6_1_5,72,43,24,208
Kidney,6134,5813,316,30232
BNFSection6_1_4,72,43,24,208
BNFSection6_1_1,72,43,24,208
DrJeremyRogers,9,5,0,14
ShoulderJointExamination,6275,5954,316,30807
markedlyDecreasedLevel,41,18,18,97
DiaphragmaticSurfaceOfHeart,6134,5813,316,30232
MibefradilDihydrochloride,42,24,14,98
Cladosporium,114,69,40,315
PredispositionToUterineRupture,6161,5840,316,30338
ArteriaeRectaeOfSmallIntestine,6134,5813,316,30232
BetamethasoneEster,31,17,10,69
IncreasedThirst,171,104,62,475
Colon,6134,5813,316,30232
Pancreas,6134,5813,316,30232
BreastLobule,6134,5813,316,30232
FirstThreeMonthsOfLife,24,20,0,60
Probenecid,41,23,14,95
Itraconazole,74,33,36,174
Urine,6134,5813,316,30232
depressedFracture,17,13,0,39
six,5,1,0,2
JugularForamen,6134,5813,316,30232
SurfaceOfCrownOfTooth,6134,5813,316,30232
Chlordiazepoxide,74,33,36,174
RodPhotoreceptorCell,6135,5814,316,30235
DistalEpiphysealCartilageOfHumerus,6134,5813,316,30232
MefenamicAcid,77,36,36,186
RaisedSerumCreatinineKinaseConcentration,6187,5858,324,30428
Exfoliation,32,17,10,69
EpithelialCell,6134,5813,316,30232
TaeniaTaeniaeformis,128,83,40,389
MalignantCancer,143,82,56,450
PosteriorTibialNerve,6136,5815,316,30242
FloorOfAnteriorCranialFossa,6134,5813,316,30232
CholineMagnesiumTrisalicylate,41,23,14,95
AtrioventricularNodeDepolarisation,6149,5828,316,30294
ErythropoietinAlpha,142,75,62,386
DistalPhalanxOfRingFinger,6134,5813,316,30232
ComponentOfLowerLimbJoint,6134,5813,316,30232
FascialCompartmentOfThigh,6134,5813,316,30232
NicotinamideAsDrug,43,25,14,102
GracileTubercle,6144,5823,316,30276
PhysostigmineSulphate,42,24,14,98
Amyloidosis,97,56,36,288
LowFatDiet,138,71,62,364
C2root,6134,5813,316,30232
CachecticCondition,6136,5815,316,30239
Spirillum,110,65,40,303
CowpersGland,6134,5813,316,30232
PosteriorClinoidProcess,6134,5813,316,30232
HyperkineticHeartSyndrome,6253,5920,328,30692
Sucrose,34,19,10,76
ParietalLobeSubduralSpace,6134,5813,316,30232
Sighing,6138,5817,316,30247
advanced,17,13,0,39
DataSortingProcess,13,8,0,24
ErythromycinEstolate,75,34,36,177
GallStone,6156,5833,318,30335
Ichthammol,41,23,14,95
FecalExcretion,6134,5813,316,30232
SalmonellaTyphimurium,239,150,84,717
RaisedSerumReverseT3Concentration,6187,5858,324,30428
LymphnodeOfHeadOrNeck,6134,5813,316,30232
symmetrical,17,13,0,39
BNFChapter4_1Section,63,34,24,164
AntihumanGlobulinAntibody,121,66,50,349
EpoprostenolSodium,42,24,14,98
InflatablePenileProsthesis,6135,5814,316,30235
ReticularThalamicNucleus,6135,5814,316,30235
ThetaBrainWave,6221,5886,330,30563
Mecillinam,41,23,14,95
EndToSideAnastomosisProcess,150,97,48,464
PepticUlcerationInAcromegalicPatient,6136,5815,316,30239
Ejaculate,6137,5816,316,30244
AnticlockwiseRotation,18,13,0,39
PalmarDigitalisVein,6134,5813,316,30232
UpperEyelid,6134,5813,316,30232
AbductorDigitiMinimiOfHand,6134,5813,316,30232
Osteoplasty,6174,5851,318,30384
ChlorpromazineEmbonate,75,34,36,177
Bregma,49,31,14,127
BrainAtrophy,6175,5852,318,30392
ThalamicNucleus,6134,5813,316,30232
Hshape,19,15,0,45
RingShapedBodyStructure,63,34,24,163
Tolmetin,41,23,14,95
HeartRate,6226,5901,320,30601
ExtensorRetinaculumOfFoot,6135,5814,316,30235
WaxBasicDrugForm,61,26,30,143
InferiorMediastinum,6134,5813,316,30232
LargeDiameter,16,12,0,36
LungAllograft,6177,5852,320,30390
SocialGroupThreeManual,12,8,0,23
L3L4IntervertebralSpace,6134,5813,316,30232
EffectualIndication,14,10,0,29
HyperProlactinaemia,6184,5855,324,30417
ChestPainSymptom,6231,5910,316,30634
PostTraumaFusionLesion,144,87,52,459
Inducing,13,8,0,24
ParsIntermediaOfPituitaryGland,6134,5813,316,30232
RaisedThyroidHormoneConcentration,6176,5849,322,30388
GingivitisLesion,6263,5942,316,30757
DistalPhalanxOfFifthToe,6134,5813,316,30232
DesquamativeGingivitis,6278,5957,316,30815
PhrenicoColicLigament,6135,5814,316,30237
BNFChapter9_1Section,67,38,24,184
normalLevelOfConsciousness,174,105,64,486
Symptom,140,83,52,381
Apex,47,29,14,121
ProximalInterphalangealJointOfRingFinger,6134,5813,316,30232
NAMEDAngle,48,30,14,124
cohabtingMaritalStatus,13,9,0,26
ReflectedPartOfInguinalLigament,6134,5813,316,30232
Noscapine,41,23,14,95
MalePerinealBody,50,32,14,130
AminoAcid,40,22,14,92
FollitropinAlfaAndBeta,41,23,14,95
InfraRedRadiation,11,7,0,20
NonNormallySmallEar,6231,5900,326,30597
ReceptiveDysphasia,6154,5831,318,30306
EpiphysisOfFemalHead,6134,5813,316,30232
MagnesiumCompound,83,38,40,206
AminoglycosideGroup,31,17,10,70
RespiratoryFailure,6263,5930,328,30756
TunicaAdventitiaOfArtery,6134,5813,316,30232
InternalSensation,143,86,52,391
BacteriocideProcess,117,68,44,325
KeratinNail,64,34,26,164
FourthPalmarInterosseusMuscleOfHand,6134,5813,316,30232
BodyPart,39,23,12,96
CalciumExcretion,69,36,28,173
NasalDrugAdministration,6151,5830,316,30298
Periodontum,6134,5813,316,30232
WallOfInguinalCanal,6134,5813,316,30232
NocturnalUnrest,193,126,62,571
MedullaryThalamicNucleus,6135,5814,316,30235
crushingCharacter,17,13,0,39
Trisomy8Karyotype,44,26,14,107
ProcessLevelOfSpecification,9,5,0,14
veryClinicallySignificant,14,10,0,29
MarburgVirus,77,46,26,202
Everting,14,9,0,27
Ophiuroidea,80,49,26,211
IntentToConceive,73,40,28,197
BNFChapter7_3_2Section,66,37,24,179
MethylPhenylbenzoate,41,23,14,95
PentaerythritolTetranitrate,75,34,36,177
Scraping,14,9,0,27
LigamentumTeresOfFemur,6136,5815,316,30241
TCellProlymphocyticLeukaemia,6336,5997,334,31025
AntiDImmunoglobulin,124,69,50,359
NAMEDVolitionalAct,54,23,26,128
Boron,30,16,10,66
DisturbanceOfTouch,6138,5817,316,30248
PeripheralVasoconstriction,6233,5906,322,30625
CoronoidProcessOfUlna,6134,5813,316,30232
AtrophyOfPapillaryMuscle,6175,5852,318,30392
Pinaceae,81,50,26,214
BNFSection11_8_2,60,31,24,150
Strawberry,59,33,22,141
BNFSection11_8_1,60,31,24,150
TomkinsMethod,33,18,10,71
TunicaAdventitiaUreteris,6134,5813,316,30232
CigaretteBasicDrugForm,61,26,30,143
Colic,6343,6020,318,31087
InstructionConditionalStatus,11,7,0,20
Grommet,84,41,38,217
SuperiorOphthalmicVein,6134,5813,316,30232
CellGlucoseUptake,6156,5831,320,30310
Apis,81,50,26,217
HollowBodyStructure,71,36,30,183
RaisedErythroblastCount,6164,5833,326,30333
PosteriorGastricWall,6134,5813,316,30232
Fluclorolone,41,23,14,95
LengthUnit,10,6,0,17
MaritalStatus,12,8,0,23
OralHygiene,11,6,0,18
nonAnalogousDiseaseAppearence,16,12,0,36
SomaticNerveFibre,6134,5813,316,30232
LongCiliaryNerve,6134,5813,316,30232
DiabeticVagalNeuropathy,6393,6054,334,31283
AnteriorHypothalamicNucleus,6135,5814,316,30235
RadioIsotopeBoneScan,112,55,52,286
Cardiologist,135,84,46,373
tenth,7,3,0,8
GranulomaProcess,48,27,16,128
FoodAllergy,153,90,58,455
FailureOfOcularAccomodation,6266,5933,328,30767
deepSelection,15,11,0,32
PompeDisease,6568,6223,340,32043
UlnarRecurrentArtery,6134,5813,316,30232
UpperLip,6134,5813,316,30232
TendonOfQuadriceps,6134,5813,316,30232
VitaminAAsDrug,82,45,32,217
Fluoroscope,64,31,28,155
TestTube,65,30,30,160
XRayRadiation,11,7,0,20
milligramPerLitre,11,7,0,20
XLinkedRecessiveGeneInherited,22,17,0,54
BasalCell,6135,5814,316,30235
Appropriateness,13,9,0,27
ParoxetineHydrochloride,42,24,14,98
Protuberance,47,29,14,121
MucosaOfUndersideOfTongue,6134,5813,316,30232
CoccygealSpinalCord,6136,5815,316,30240
EpidermalPathology,141,84,52,404
TumourFlare,47,26,16,123
Pipotiazine,74,33,36,174
moreThanOne,8,4,0,11
FirstPartOfDuodenum,6135,5814,316,30235
InterphalangealJointOfIndexFinger,6134,5813,316,30232
DopamineHydrochloride,44,26,14,105
Isoflurane,41,23,14,95
BonyPartOfHardPalate,6134,5813,316,30232
FoetalCirculationRole,12,8,0,23
CervicalCollar,6147,5824,318,30278
NonNormalSkinTextureSymptom,6139,5816,318,30248
BrittlenessOfHair,108,63,40,306
Emergency,50,19,26,114
GastricWallPerforatingLesion,6147,5826,316,30284
Streptodornase,41,23,14,95
OpponensDigitiMinimi,6134,5813,316,30232
Orcaella,86,55,26,229
Wetting,13,8,0,24
HomologousBoneGraftTissue,86,43,38,215
ForamenTransversarium,100,61,34,284
MechanicalRetraction,15,10,0,30
SanfilipoDSyndrome,6569,6224,340,32045
HypotensiveDisease,6139,5818,316,30251
T2root,6134,5813,316,30232
Moraxella,236,147,84,708
Saturday,15,11,0,32
CarbonElectrodeMakerRole,11,7,0,20
AgenesisOfVagina,6299,5966,328,30909
PosteroseptalRegionOfHeart,6135,5814,316,30235
CoronaryArteryEmbolism,6144,5823,316,30275
PathologicalLowUrineKetoneConcentration,6193,5864,324,30453
DacarbazineCitrate,42,24,14,98
Prepuce,116,73,38,335
InfratemporalFossa,6134,5813,316,30232
SpeechDisturbanceSymptom,169,96,68,464
BetaAdrenergicReceptor,34,19,10,76
PulmonaryValveStructure,6134,5813,316,30232
KeratinNailMargin,73,41,28,202
SubscapularisMuscle,6134,5813,316,30232
NonAllergicRhinitis,48,27,16,119
FoscarnetSodium,41,23,14,95
MonobactamChemical,61,24,32,137
peracute,17,12,0,37
AciclovirSodium,42,24,14,98
AbdominalMigraine,6276,5945,326,30799
BoneMarrowStructureInTibialTuberosity,6134,5813,316,30232
PathologyInvolvingInfection,135,78,52,429
SurgicalTensionForceApplyingProcess,31,16,10,65
NurseRole,11,7,0,20
DrugTakenDuring24HourPeriod,121,60,56,308
TiltingDiscCardiacValveProsthesis,6147,5826,316,30296
Cycads,78,47,26,204
Phobia,162,99,58,446
OesophagostomumBrumpti,125,80,40,380
SecondThreeMonthsOfLife,24,20,0,60
FerrousPhosphate,90,45,40,229
LiverEnzyme,6142,5821,316,30298
SquamousEpithelium,58,32,22,138
InternalIliacLymphnode,6134,5813,316,30232
Subglottis,6134,5813,316,30232
RespiratorySign,6172,5851,316,30384
LiverDysfunction,6134,5813,316,30232
ElectroPhoresisMachine,65,30,30,160
SpinousProcessOfFirstThoracicVertebra,6134,5813,316,30232
obliqueFracture,17,13,0,39
GermCell,70,35,30,179
MedianCephalicVein,6134,5813,316,30232
Saccaromyces,113,68,40,313
OropharyngealMucousMembrane,6134,5813,316,30232
SurgicalCrushing,34,19,10,75
DermacentorNitens,125,80,40,381
Quinsy,6153,5830,318,30320
OnsetOfSymptomTemporalDescription,149,88,56,407
LymphnodeInMediastinum,6134,5813,316,30232
VeinGraftMaterial,6163,5840,318,30341
MetronidazoleBenzoate,76,35,36,180
flaggelatedBacterium,117,70,42,324
Pseudohermaphroditism,392,267,120,1286
ValveOfVenaCava,6134,5813,316,30232
BonyLump,142,81,56,399
CalciumGlubionateAsDrug,91,46,40,235
Septum,101,56,40,273
cylcothymicPersonality,16,12,0,36
ZincPyrithione,92,47,40,237
ClottingFactorVIIa,34,19,10,76
InformationFlow,35,14,16,75
Aloin,41,23,14,95
VolitionalLifeStyleAct,59,24,30,137
WindyWeatherPeriod,13,9,0,26
RheumaticMitralIncompetence,6287,5954,328,30850
Vocalisation,55,24,26,131
ChestPainRadiatingToJaw,6243,5922,316,30681
Gastrocnemius,6134,5813,316,30232
BasalHeartWall,6135,5814,316,30235
RuptureOfChordaeTendinae,6160,5839,316,30334
ClostridiumSordelli,198,109,84,560
GreatCerebralVein,6135,5814,316,30235
Microscope,44,23,16,103
FacialJoint,6134,5813,316,30232
Juniper,80,49,26,210
SodiumMetabisulphite,90,45,40,231
PQSegmentOfECGTrace,6223,5888,330,30571
Metal,30,16,10,66
PantyLiner,6204,5881,318,30525
UpperExitremityOedemaSymptom,6178,5857,316,30411
ProximalEpiphysisOfTibia,6134,5813,316,30232
PolyhexamethyleneBiguanide,41,23,14,95
ApicalLigament,6135,5814,316,30237
Syncephalastrum,113,68,40,312
HarmfulThought,6149,5826,318,30301
VaginalInflammation,6263,5942,316,30757
DeltoPectoralLymphnode,6134,5813,316,30232
Cryptococcus,113,68,40,312
Paguma,86,55,26,229
FlexibleFibreopticEndoscope,115,64,46,313
VaginalDilatation,6221,5892,324,30561
Reimplanting,15,10,0,30
LotionBasicDrugForm,61,26,30,143
ArteryWhichHasNoLaterality,6134,5813,316,30232
Ephedra,79,48,26,207
DeepTransverseLigamentOfPalm,6136,5815,316,30238
changedActivityLevel,50,23,22,129
HyperplasticGranulationTissue,179,106,68,574
betweenCoarseAndFineSound,17,13,0,39
StensonPlexus,6135,5814,316,30235
InterfereWithThyroidFunctionTest,6136,5815,316,30239
Dermatology,16,12,0,36
NonnormalProprioception,6138,5817,316,30247
SubmentalLymphnode,6134,5813,316,30232
mariedMaritalStatus,13,9,0,26
Astrocyte,6135,5814,316,30235
WallOfHollowBodyStructure,108,55,48,288
PropylSalicylate,41,23,14,95
AlclometasoneDipropionate,41,23,14,95
Pigeon,82,51,26,217
ElectricalStimulatorDevice,81,40,36,206
Proctoscope,6207,5878,324,30506
bending,18,14,0,42
ColdToeSymptom,256,165,86,754
RightLesserWingOfSphenoid,6134,5813,316,30232
PromethazineTheoclate,42,24,14,98
Glaucoma,6212,5879,328,30525
GelatinDrug,104,55,44,277
Haemoglobinuria,6184,5855,324,30417
Dilepididae,126,81,40,383
ActiveRheumaticFever,81,42,34,224
IliacPainSymptom,6231,5910,316,30634
Peach,59,33,22,141
AorticRing,6134,5813,316,30232
ClinicalAct,55,24,26,131
SpinalSectionOfSubduralSpace,6134,5813,316,30232
currentlyUnsuccessfullyTreated,17,13,0,39
ZolpidemTartrate,41,23,14,95
SupraOmohyoidLymphnode,6134,5813,316,30232
Gopher,84,53,26,223
Binturong,87,56,26,232
PergolideMesylate,42,24,14,98
AntimuscarinicSideEffect,16,11,0,34
BNFSection12_1_3,61,32,24,155
IsletCellAdenoma,6233,5906,322,30622
Epidermoptidae,124,79,40,376
BNFSection12_1_2,61,32,24,155
DigestiveSystemPhenomenon,6134,5813,316,30232
SaggitalBodyLine,66,31,30,164
BNFSection12_1_1,61,32,24,155
MusculoskeletalPain,6231,5910,316,30634
NeuropsychiatricProblem,49,28,16,134
CampbellDeMorganSpot,6337,6000,332,31015
CarotidArteryStenosis,6169,5846,318,30369
AcidBaseNeutralisationProcess,117,50,62,301
Dematiacea,113,68,40,312
Prochlorperazine,74,33,36,174
EarSyringe,91,52,34,248
OlfactoryTract,6134,5813,316,30232
DysmotilityState,67,36,26,181
CervicalSpineTractionDevice,6145,5822,318,30269
Erythrocyte,6134,5813,316,30232
BorborygmiSign,6175,5854,316,30398
Microscopy,44,23,16,103
microMolPerLiter,11,7,0,20
Intention,143,86,52,391
Endorphin,31,17,10,69
Zuclopenthixol,73,32,36,171
ProximalEpiphysisOfHumerus,6134,5813,316,30232
Pneumatics,14,9,0,27
ParticulateBasicDrugForm,61,26,30,143
Deflazacort,77,36,36,186
Fourchette,6134,5813,316,30232
UretericValveFailure,6263,5930,328,30756
BNFChapter4_7Section,65,36,24,174
Rofecoxib,41,23,14,95
CapsicumOleoresin,42,24,14,98
AuditorySystemComponent,6134,5813,316,30232
ZygomaticDivisionOfTrigeminalNerve,6134,5813,316,30232
ClaraCell,6135,5814,316,30235
SecondGenerationCephalosporinChemical,63,26,32,144
Methadone,76,35,36,182
Arachnoid,6134,5813,316,30232
inches,11,7,0,20
seconds,11,7,0,20
PosteriorFascialCompartmentOfLeg,6134,5813,316,30232
CompleteMaturation,82,39,38,208
SuperiorIntercostalVein,6135,5814,316,30235
HeadAndNeckOfFemur,6134,5813,316,30232
IncompetentHeartValve,199,128,66,604
ErythropoietinBeta,142,75,62,386
BNFChapter5Section,56,27,24,133
FumeOrVapour,46,24,18,106
HotTemperatureSensation,6144,5823,316,30272
Disinhibition,147,90,52,406
SublingualSurfaceOfTongue,6134,5813,316,30232
TestosteroneAnalogueAsDrug,82,41,36,206
GlossalAtrophy,6175,5852,318,30392
StrictureOfPrepuce,198,121,72,616
LowConcentration,46,19,22,107
Debrisoquine,41,23,14,95
Stapes,6136,5815,316,30240
UretericValve,6134,5813,316,30232
Exophthalmos,6140,5819,316,30257
DrugPharmaceuticalFeature,14,9,0,28
LateralCutaneousNerveOfCalf,6137,5816,316,30250
Argasidae,123,78,40,375
ExerciseTolerance,71,34,32,178
ErgometrineMaleate,41,23,14,95
OrganicRole,12,8,0,23
Domiphen,41,23,14,95
sensitivity,38,15,18,87
BetaHaemolyticStreptococcus,6161,5838,318,30333
SphenoMaxillarySuture,6134,5813,316,30232
BuddistReligion,13,9,0,26
nanomoles,11,7,0,20
LowSerumBaseConcentration,6203,5870,328,30481
sympathetic,12,8,0,23
CellWall,102,47,50,262
OpeningOfUterus,6182,5857,320,30414
SkinOfDorsumOfHand,6134,5813,316,30232
Borax,41,23,14,95
BlackHairyTongue,6146,5825,316,30279
Leukoplakia,6144,5823,316,30271
FrontalBone,6134,5813,316,30232
PathologyOfTractFromEsophagusToDuodenum,6134,5813,316,30232
PsychomotorExcitation,49,28,16,134
NonNormallySmallNipple,175,110,60,521
Goiter,6172,5851,316,30394
Polydactyly,191,112,74,560
ShortHeadOfBicepsFemoris,6139,5818,316,30250
Affability,147,90,52,406
C3Dermatome,6134,5813,316,30232
BorreliaRecurrentis,239,150,84,718
BundleBranch,6134,5813,316,30232
LegPain,6231,5910,316,30634
ForamenSpinosum,100,61,34,283
Didelphimorphia,83,52,26,221
